step,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,TL_stopped,TL_accumulated_waiting_time,TL_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1120.0,872,0,478,1149,2021,0,40777.0,46.762614678899084,2.9812118456712686,478,82191.0,0.11993044130691038,478,82191.0
1125.0,877,0,491,1153,2030,0,41489.0,47.307867730900796,2.8259305871594624,491,84621.0,0.11135746795358097,491,84621.0
1130.0,888,3,470,1159,2047,0,41462.0,46.69144144144144,2.832473927950854,470,86040.0,0.116406987945571,470,86040.0
1135.0,893,0,457,1168,2061,0,41621.0,46.608062709966404,2.950129233602282,457,87854.0,0.12880287924727332,457,87854.0
1140.0,891,0,449,1178,2069,0,41965.0,47.098765432098766,3.0439124090044345,449,89233.0,0.13265189689584908,449,89233.0
1145.0,891,1,443,1188,2079,0,42153.0,47.30976430976431,3.070851854198346,443,91310.0,0.13613839989513632,443,91310.0
1150.0,888,1,444,1198,2086,0,42771.0,48.16554054054054,2.9002958046232763,444,92189.0,0.12805683996736023,444,92189.0
1155.0,896,2,465,1205,2101,0,43607.0,48.668526785714285,2.8204577791353844,465,93815.0,0.12770809550198708,465,93815.0
1160.0,899,0,477,1217,2116,0,44510.0,49.51056729699666,2.734453727961602,477,95946.0,0.1325434380155655,477,95946.0
1165.0,898,0,459,1229,2127,0,44530.0,49.58797327394209,2.5921982584094474,459,96126.0,0.12994996937287906,459,96126.0
1170.0,894,0,473,1243,2137,0,45105.0,50.45302013422819,2.446088430202464,473,96705.0,0.12529253167728713,473,96705.0
1175.0,902,0,488,1245,2147,0,45797.0,50.77272727272727,2.584328522360196,488,96699.0,0.1258016278587718,488,96699.0
1180.0,910,0,496,1247,2157,0,46641.0,51.253846153846155,2.5113367309007164,496,98897.0,0.11342029102293975,496,98897.0
1185.0,922,0,504,1249,2171,0,46768.0,50.724511930585685,2.4889968762827848,504,100087.0,0.10920243084365111,504,100087.0
1190.0,931,0,510,1252,2183,0,47355.0,50.86466165413534,2.532396015567381,510,101800.0,0.1094025915058394,510,101800.0
1195.0,937,1,528,1261,2198,0,48073.0,51.305229455709714,2.6360033869648274,528,103203.0,0.11539086108583364,528,103203.0
1200.0,931,0,533,1277,2208,0,48915.0,52.54027926960258,2.6163332652735067,533,104738.0,0.11245535504263088,533,104738.0
1205.0,933,1,519,1284,2217,0,49716.0,53.28617363344051,2.792858654709143,519,106203.0,0.11628414551489782,519,106203.0
1210.0,936,0,506,1288,2224,0,50359.0,53.802350427350426,2.807222084855565,506,108607.0,0.1146667426239641,506,108607.0
1215.0,947,0,516,1290,2237,0,51045.0,53.901795142555436,2.7702580041994755,516,110101.0,0.11267688870791953,516,110101.0
1220.0,953,1,532,1291,2244,0,51745.0,54.29695697796432,2.7070489081513927,532,112738.0,0.10708963873647441,532,112738.0
1225.0,966,1,524,1295,2261,0,51644.0,53.46169772256729,2.7026431138157783,524,112577.0,0.10887352214445846,524,112577.0
1230.0,962,0,522,1308,2270,0,52093.0,54.15072765072765,2.6083853237169015,522,113750.0,0.107687984005414,522,113750.0
1235.0,963,1,528,1318,2281,0,52525.0,54.543094496365526,2.643177705539692,528,113390.0,0.10831159423218412,528,113390.0
1240.0,977,1,529,1320,2297,0,53086.0,54.33572159672467,2.837878294187149,529,112625.0,0.1104134832050652,529,112625.0
1245.0,980,1,540,1328,2308,0,53730.0,54.826530612244895,2.7567020605517643,540,114856.0,0.10532537586105872,540,114856.0
1250.0,972,1,529,1344,2316,0,53666.0,55.211934156378604,2.5115220124786632,529,116421.0,0.0983588321030235,529,116421.0
1255.0,976,1,522,1359,2335,0,53870.0,55.19467213114754,2.591312186608253,522,118262.0,0.11422704020650738,522,118262.0
1260.0,977,1,516,1367,2344,0,54278.0,55.55578300921187,2.6087511913859713,516,119419.0,0.11222708388403539,516,119419.0
1265.0,975,0,515,1378,2353,0,54838.0,56.24410256410256,2.5668031940290414,515,121598.0,0.11069425927309337,515,121598.0
1270.0,983,1,519,1382,2365,0,55204.0,56.158697863682605,2.5257553755904505,519,123369.0,0.10885130403120684,519,123369.0
1275.0,995,1,540,1384,2379,0,56232.0,56.51457286432161,2.5760483846112003,540,124881.0,0.11343073023814312,540,124881.0
1280.0,1007,0,551,1386,2393,0,57384.0,56.98510427010923,2.6037517833037644,551,126181.0,0.11391344522994859,551,126181.0
1285.0,1009,0,586,1394,2403,0,58840.0,58.31516352824579,2.4497255616844575,586,127676.0,0.10547929290411806,586,127676.0
1290.0,1012,0,608,1399,2411,0,60467.0,59.75,2.3917333688149993,608,128762.0,0.10027976337225848,608,128762.0
1295.0,1003,0,631,1416,2419,0,62300.0,62.11365902293121,2.134582647275305,631,130578.0,0.091567606593634,631,130578.0
1300.0,1007,0,667,1424,2431,0,64083.0,63.63753723932473,1.9916346927809272,667,133081.0,0.08566261236326389,667,133081.0
1305.0,1008,0,650,1432,2440,0,64925.0,64.40972222222223,1.8902366403877455,650,134746.0,0.0819297830057535,650,134746.0
1310.0,1012,1,633,1441,2453,0,65810.0,65.0296442687747,1.9295975975850754,633,137811.0,0.09060077031294378,633,137811.0
1315.0,1013,1,622,1452,2465,0,65484.0,64.64363277393879,1.7737357777849012,622,138431.0,0.08567726354123449,622,138431.0
1320.0,1016,3,625,1462,2478,0,65643.0,64.60925196850394,1.7463121541794393,625,139125.0,0.08397017098963439,625,139125.0
1325.0,1026,4,628,1466,2492,0,66076.0,64.40155945419103,1.9272738758944403,628,139295.0,0.09264185756792387,628,139295.0
1330.0,1034,2,619,1469,2503,0,66797.0,64.60058027079303,2.1182706477773254,619,138460.0,0.09554434302880936,619,138460.0
1335.0,1045,2,615,1471,2516,0,67449.0,64.5444976076555,2.28845351664835,615,138036.0,0.09626794513369828,615,138036.0
1340.0,1043,0,627,1479,2522,0,68269.0,65.45445829338446,2.1292734501254986,627,140358.0,0.08573897059596194,627,140358.0
1345.0,1051,1,601,1484,2535,0,68390.0,65.07136060894386,2.223003115579482,601,141910.0,0.0943390714512284,601,141910.0
1350.0,1053,0,610,1489,2542,0,69155.0,65.67426400759734,2.2169807819944425,610,143868.0,0.09430671827960403,610,143868.0
1355.0,1066,1,639,1490,2556,0,69931.0,65.60131332082551,2.1927429396507305,639,146816.0,0.08761848835573371,639,146816.0
1360.0,1067,1,658,1493,2560,0,70567.0,66.13589503280225,2.120021312091423,658,148652.0,0.07963421325870096,658,148652.0
1365.0,1073,5,666,1497,2570,0,71174.0,66.33178005591799,2.1054653961048535,666,151301.0,0.08097119554379649,666,151301.0
1370.0,1074,3,680,1501,2575,0,72299.0,67.31750465549348,2.0650594634197796,680,153432.0,0.07862549293178145,680,153432.0
1375.0,1077,1,689,1508,2585,0,73281.0,68.041782729805,1.9416629893645685,689,156202.0,0.07223819717438294,689,156202.0
1380.0,1077,3,674,1515,2592,0,73694.0,68.42525533890436,1.8560231013058914,674,157854.0,0.06875499242996835,674,157854.0
1385.0,1073,3,671,1528,2601,0,74449.0,69.38397017707362,1.7359567879044184,671,161128.0,0.0678078150889832,671,161128.0
1390.0,1065,7,654,1541,2606,0,75189.0,70.6,1.6256846634570536,654,163177.0,0.06584165016025882,654,163177.0
1395.0,1053,7,649,1556,2609,0,76003.0,72.17758784425452,1.4963775018678156,649,166158.0,0.06663885507112603,649,166158.0
1400.0,1057,9,648,1560,2617,0,76039.0,71.93850520340587,1.485352895477681,648,166373.0,0.06551159618910783,648,166373.0
1405.0,1063,10,641,1565,2628,0,76173.0,71.6585136406397,1.5318535885814384,641,166903.0,0.06750482970605907,641,166903.0
1410.0,1062,11,649,1575,2637,0,76714.0,72.23540489642184,1.5775878714450413,649,166348.0,0.06806524404862316,649,166348.0
1415.0,1065,16,638,1579,2644,0,76907.0,72.21314553990611,1.7746837835953326,638,165484.0,0.0729806946084015,638,165484.0
1420.0,1070,18,616,1581,2651,0,76577.0,71.56728971962617,1.8306203950717534,616,167564.0,0.07340503226220395,616,167564.0
1425.0,1077,18,602,1585,2662,0,76409.0,70.94614670380687,1.9348058046621515,602,169107.0,0.08240144264634433,602,169107.0
1430.0,1081,20,593,1589,2670,0,76554.0,70.8177613320999,2.028322172565427,593,170190.0,0.08650002761253582,593,170190.0
1435.0,1086,18,617,1592,2678,0,77321.0,71.19797421731123,2.1420424476356636,617,170954.0,0.08642088261705468,617,170954.0
1440.0,1087,17,642,1597,2684,0,78481.0,72.19963201471941,2.247766555786146,642,171934.0,0.08526973401740376,642,171934.0
1445.0,1092,16,660,1602,2694,0,79619.0,72.91117216117216,2.1640909096683227,660,174619.0,0.07727380360032877,660,174619.0
1450.0,1103,14,663,1604,2707,0,80474.0,72.95920217588396,2.1597663918050296,663,176828.0,0.0784467229757663,663,176828.0
1455.0,1111,14,663,1606,2717,0,81373.0,73.24302430243024,2.1295084678345173,663,180051.0,0.07674904561148102,663,180051.0
1460.0,1110,17,645,1611,2721,0,81334.0,73.27387387387387,2.0655188821865385,645,179474.0,0.07258259786442807,645,179474.0
1465.0,1113,18,642,1617,2730,0,81572.0,73.29020664869722,2.122281595480154,642,180781.0,0.07802180828190274,642,180781.0
1470.0,1107,20,637,1633,2740,0,82064.0,74.13188798554653,2.152968841842644,637,180086.0,0.08244379281364381,637,180086.0
1475.0,1104,21,636,1647,2751,0,82913.0,75.10235507246377,2.2962807158356155,636,178926.0,0.0894064675955652,636,178926.0
1480.0,1111,21,625,1653,2764,0,83635.0,75.27902790279028,2.5065504959276965,625,177716.0,0.09678557172551029,625,177716.0
1485.0,1112,27,623,1658,2770,0,84612.0,76.08992805755396,2.489735546552465,623,180693.0,0.09620122423599471,623,180693.0
1490.0,1106,29,623,1671,2777,0,85131.0,76.97197106690777,2.416239508930343,623,181634.0,0.09837183370787904,623,181634.0
1495.0,1104,33,634,1682,2786,0,85947.0,77.85054347826087,2.3717599838418137,634,183391.0,0.099070281627007,634,183391.0
1500.0,1098,36,640,1694,2792,0,86859.0,79.10655737704919,2.2769721236080844,640,186088.0,0.09747052760313671,640,186088.0
1505.0,1099,39,641,1701,2800,0,87616.0,79.72338489535942,2.184733944510271,641,188048.0,0.09101626243753522,641,188048.0
1510.0,1100,40,638,1705,2805,0,88403.0,80.36636363636363,2.074248770082172,638,190305.0,0.08260374795812893,638,190305.0
1515.0,1103,47,638,1705,2808,0,89231.0,80.89845874886673,2.085951991965153,638,191799.0,0.08136353706490639,638,191799.0
1520.0,1107,45,636,1712,2819,0,90120.0,81.40921409214093,2.0566207356226034,636,194301.0,0.08406769246628967,636,194301.0
1525.0,1108,46,625,1721,2829,0,90859.0,82.00270758122744,1.9908024710306216,625,195299.0,0.08375842397593514,625,195299.0
1530.0,1105,44,608,1735,2840,0,91461.0,82.77013574660633,1.9700107265137439,608,196808.0,0.08853390341167695,608,196808.0
1535.0,1112,38,622,1743,2855,0,92478.0,83.1636690647482,1.9019657467289164,622,199460.0,0.08388908417283503,622,199460.0
1540.0,1106,38,622,1757,2863,0,92597.0,83.72242314647377,1.753142031865809,622,198655.0,0.075908405372481,622,198655.0
1545.0,1109,37,621,1766,2875,0,93339.0,84.16501352569882,1.7871283030011536,621,199190.0,0.08043552451485049,621,199190.0
1550.0,1111,40,636,1774,2885,0,94434.0,84.999099909991,1.873465562361381,636,197938.0,0.08280759015900538,636,197938.0
1555.0,1111,41,642,1780,2891,0,95606.0,86.05400540054005,2.01709546170366,642,197198.0,0.08556848914078652,642,197198.0
1560.0,1109,45,653,1784,2893,0,97202.0,87.64833183047791,2.1620139409255508,653,196371.0,0.08613326859652362,653,196371.0
1565.0,1109,51,641,1787,2896,0,98577.0,88.88818755635708,2.4036747397953366,641,195019.0,0.09209203357129842,641,195019.0
1570.0,1113,54,621,1789,2902,0,99457.0,89.35938903863432,2.4713367152547447,621,197024.0,0.09438656368766164,621,197024.0
1575.0,1114,54,604,1794,2908,0,99991.0,89.75852782764811,2.4314487857122673,604,197532.0,0.09234972668685239,604,197532.0
1580.0,1122,47,605,1797,2919,0,100702.0,89.75222816399287,2.4423600694683256,605,198628.0,0.09075016824704268,605,198628.0
1585.0,1132,40,615,1803,2935,0,101534.0,89.69434628975264,2.501712023408732,615,198183.0,0.09056237383232683,615,198183.0
1590.0,1135,33,625,1815,2950,0,102716.0,90.49867841409691,2.6076690211037046,625,198587.0,0.0967472961350181,625,198587.0
1595.0,1140,30,649,1820,2960,0,103875.0,91.11842105263158,2.608774768813421,649,201343.0,0.09583482977499559,649,201343.0
1600.0,1140,28,652,1829,2969,0,104705.0,91.84649122807018,2.501879353681897,652,201138.0,0.09207980266646545,652,201138.0
1605.0,1146,21,665,1834,2980,0,105792.0,92.31413612565446,2.532090822329449,665,202376.0,0.0941615870617026,665,202376.0
1610.0,1150,21,664,1845,2995,0,106910.0,92.96521739130435,2.641950569073799,664,201494.0,0.1008176056216272,664,201494.0
1615.0,1141,19,632,1860,3001,0,107800.0,94.47852760736197,2.6900350188088096,632,200688.0,0.103189678747405,632,200688.0
1620.0,1135,19,628,1873,3008,0,109049.0,96.0784140969163,2.7905854295826202,628,199929.0,0.10791051811428444,628,199929.0
1625.0,1123,23,615,1887,3010,0,110166.0,98.09973285841495,2.6903665767060554,615,202661.0,0.10513735842471766,615,202661.0
1630.0,1117,26,589,1895,3012,0,110687.0,99.09310653536258,2.6481000941478334,589,203415.0,0.10683131225156683,589,203415.0
1635.0,1114,34,572,1901,3015,0,111222.0,99.84021543985638,2.6580395524763425,572,203949.0,0.10727705652568348,572,203949.0
1640.0,1109,40,555,1913,3022,0,111716.0,100.73579801623085,2.692513408816571,555,203740.0,0.11043347239094449,555,203740.0
1645.0,1098,46,542,1926,3024,0,110985.0,101.0792349726776,2.7994274494083604,542,202719.0,0.11461422772197978,542,202719.0
1650.0,1097,53,537,1939,3036,0,112019.0,102.11394712853236,2.9097992614255364,537,202499.0,0.11866194162422586,537,202499.0
1655.0,1096,53,541,1946,3042,0,113132.0,103.22262773722628,3.022702672961307,541,202555.0,0.12040209309205363,541,202555.0
1660.0,1105,52,550,1950,3055,0,114242.0,103.38642533936651,3.255519006662545,550,202680.0,0.13229883989427962,550,202680.0
1665.0,1103,48,559,1961,3064,0,115450.0,104.66908431550317,3.0651353448232053,559,204687.0,0.12171936518850097,559,204687.0
1670.0,1102,46,561,1971,3073,0,115812.0,105.09255898366607,2.9671195869872777,561,205875.0,0.12054250198033352,561,205875.0
1675.0,1104,42,575,1982,3086,0,116670.0,105.67934782608695,2.819462802742257,575,208512.0,0.11649529988436569,575,208512.0
1680.0,1098,34,580,1997,3095,0,117599.0,107.10291438979964,2.5508372978792,580,209585.0,0.10593242528137076,580,209585.0
1685.0,1109,30,586,2001,3110,0,118577.0,106.9224526600541,2.529583386022636,586,210999.0,0.10175587859931005,586,210999.0
1690.0,1108,23,597,2013,3121,0,119823.0,108.14350180505416,2.363596707234092,597,213042.0,0.09373136825090359,597,213042.0
1695.0,1109,20,624,2024,3133,0,121080.0,109.17944093778179,2.2199348709811164,624,214675.0,0.08864678024785651,624,214675.0
1700.0,1111,18,637,2032,3143,0,121688.0,109.53015301530154,2.1318757827152033,637,216844.0,0.08772181082676077,637,216844.0
1705.0,1108,15,633,2045,3153,0,120263.0,108.54061371841155,2.0131996597179667,633,215740.0,0.08621030539508014,633,215740.0
1710.0,1092,14,652,2067,3159,0,120114.0,109.99450549450549,1.8400431169072538,652,216045.0,0.08318289989254174,652,216045.0
1715.0,1092,19,648,2073,3165,0,120547.0,110.39102564102564,1.8352385744052904,648,215374.0,0.07690082756756611,648,215374.0
1720.0,1086,20,663,2090,3176,0,121236.0,111.6353591160221,1.8838304474396914,663,212869.0,0.08017623912413054,663,212869.0
1725.0,1093,16,680,2093,3186,0,121937.0,111.56175663311986,2.0662397127457903,680,211651.0,0.08361467782151878,680,211651.0
1730.0,1105,16,687,2093,3198,0,121971.0,110.38099547511312,2.0407468410768517,687,214625.0,0.07746859615323767,687,214625.0
1735.0,1113,7,702,2098,3211,0,122053.0,109.66127583108715,1.9393802987041882,702,216307.0,0.07032041509676701,702,216307.0
1740.0,1117,3,730,2102,3219,0,122751.0,109.89346463742166,1.8727412216321648,730,218400.0,0.06240789336783368,730,218400.0
1745.0,1121,3,737,2107,3228,0,123463.0,110.13648528099911,1.9960956104097212,737,220137.0,0.0669514828614925,737,220137.0
1750.0,1116,2,740,2117,3233,0,124215.0,111.30376344086021,1.956884763637684,740,223300.0,0.06524953848588168,740,223300.0
1755.0,1125,3,738,2117,3242,0,124778.0,110.91377777777778,2.0233501796244897,738,222953.0,0.06781796592670192,738,222953.0
1760.0,1132,3,720,2120,3252,0,125373.0,110.75353356890459,2.1333615653869145,720,224433.0,0.0750329509738489,720,224433.0
1765.0,1133,8,709,2126,3259,0,126283.0,111.45895851721095,2.2381606030084638,709,222813.0,0.07684405274628554,709,222813.0
1770.0,1122,9,670,2139,3261,0,126614.0,112.84670231729055,2.3562303031757117,670,221822.0,0.08228408165284207,670,221822.0
1775.0,1111,14,655,2154,3265,0,127115.0,114.41494149414942,2.406424838497266,655,221282.0,0.08667204287475781,655,221282.0
1780.0,1098,18,640,2168,3266,0,127895.0,116.47996357012751,2.4932730892484556,640,220037.0,0.09142213390296795,640,220037.0
1785.0,1097,19,633,2177,3274,0,129040.0,117.62989972652689,2.54223615665069,633,222470.0,0.09850038134789126,633,222470.0
1790.0,1098,21,624,2180,3278,0,129977.0,118.37613843351548,2.508872253108483,624,223362.0,0.09560621385606774,624,223362.0
1795.0,1099,24,613,2183,3282,0,130540.0,118.78070973612375,2.4998011921462,613,224868.0,0.09132762918795219,613,224868.0
1800.0,1093,27,609,2193,3286,0,131114.0,119.95791399817017,2.5557116030322495,609,225123.0,0.09244015992741986,609,225123.0
1805.0,1086,28,608,2205,3291,0,131382.0,120.97790055248619,2.599155447037807,608,226707.0,0.09777706250412577,608,226707.0
1810.0,1082,31,596,2212,3294,0,130950.0,121.02587800369686,2.6216758980558037,596,227316.0,0.10227377040292218,596,227316.0
1815.0,1082,33,589,2215,3297,0,131000.0,121.0720887245841,2.601465030723832,589,229925.0,0.10326567154616148,589,229925.0
1820.0,1081,34,561,2221,3302,0,131138.0,121.31174838112858,2.5734225604070167,561,228907.0,0.10338722310348422,561,228907.0
1825.0,1066,33,553,2241,3307,0,131598.0,123.45028142589118,2.4429347903561767,553,228933.0,0.1031774534914402,553,228933.0
1830.0,1063,27,546,2253,3316,0,131622.0,123.82126058325494,2.346363235481322,546,231230.0,0.09997067518239658,546,231230.0
1835.0,1056,20,533,2272,3328,0,131042.0,124.09280303030303,2.215351348296245,533,231281.0,0.09841430811003726,533,231281.0
1840.0,1054,15,512,2286,3340,0,130235.0,123.56261859582543,2.13582280937896,512,232071.0,0.0984773371963781,512,232071.0
1845.0,1061,14,540,2290,3351,0,130205.0,122.7191328934967,2.050099285750123,540,234224.0,0.08985250841779308,540,234224.0
1850.0,1065,8,556,2296,3361,0,130318.0,122.36431924882629,1.9183465954337475,556,234209.0,0.08045505228539807,556,234209.0
1855.0,1062,8,584,2304,3366,0,131064.0,123.41242937853107,1.7139671136107344,584,236563.0,0.07073270193983978,584,236563.0
1860.0,1056,9,578,2318,3374,0,131644.0,124.66287878787878,1.680253578732309,578,235442.0,0.07649383866275193,578,235442.0
1865.0,1058,6,592,2323,3381,0,132747.0,125.46975425330812,1.744956976405298,592,236049.0,0.07888327555668805,592,236049.0
1870.0,1064,3,589,2326,3390,0,134029.0,125.96710526315789,1.9038891360118015,589,235170.0,0.08372694593477409,589,235170.0
1875.0,1067,1,564,2328,3395,0,134955.0,126.48078725398312,2.1220902540701014,564,232678.0,0.08749010303773455,564,232678.0
1880.0,1063,2,557,2333,3396,0,136144.0,128.0752587017874,2.2715697918323876,557,230971.0,0.08873963075507928,557,230971.0
1885.0,1062,1,571,2341,3403,0,137552.0,129.5216572504708,2.2004053947507654,571,232833.0,0.08602321812067477,571,232833.0
1890.0,1065,1,584,2345,3410,0,138436.0,129.9868544600939,2.1292636062237302,584,232613.0,0.08108311600663456,584,232613.0
1895.0,1065,1,605,2352,3417,0,139712.0,131.18497652582158,2.0741316877120806,605,234038.0,0.07834144062068515,605,234038.0
1900.0,1070,1,611,2356,3426,0,141023.0,131.79719626168225,2.1881718690573067,611,233634.0,0.07803435591477521,611,233634.0
1905.0,1072,0,628,2362,3434,0,142739.0,133.15205223880596,2.4403208795447946,628,233473.0,0.08938499142398786,628,233473.0
1910.0,1072,0,629,2366,3438,0,143965.0,134.2957089552239,2.496217919628339,629,236256.0,0.09120714237246742,629,236256.0
1915.0,1074,0,641,2369,3443,0,145410.0,135.39106145251398,2.405431304890762,641,237244.0,0.08599438416978473,641,237244.0
1920.0,1079,1,641,2372,3451,0,146670.0,135.93141797961076,2.402127880342711,641,240065.0,0.08775113593150577,641,240065.0
1925.0,1071,0,617,2385,3456,0,147185.0,137.42763772175536,2.340759254128889,617,238999.0,0.08972990396450371,617,238999.0
1930.0,1058,0,608,2403,3461,0,147854.0,139.7485822306238,2.11170605249607,608,241689.0,0.08465054182764228,608,241689.0
1935.0,1048,0,596,2414,3462,0,148277.0,141.48568702290078,1.93962233660083,596,241890.0,0.07468259623442913,596,241890.0
1940.0,1045,0,586,2421,3466,0,148875.0,142.4641148325359,2.0051330784142665,586,243066.0,0.07662222790208342,586,243066.0
1945.0,1042,0,587,2430,3472,0,149761.0,143.72456813819576,2.022976047320291,587,244473.0,0.08021418488876257,587,244473.0
1950.0,1040,0,593,2436,3476,0,150691.0,144.8951923076923,1.9173784026564473,593,244899.0,0.07397364405354105,593,244899.0
1955.0,1037,0,603,2446,3483,0,151613.0,146.20347155255544,1.7639783010977887,603,247640.0,0.07047195900999485,603,247640.0
1960.0,1030,0,611,2457,3487,0,152562.0,148.11844660194174,1.6083241249015479,611,246958.0,0.06447281787553623,611,246958.0
1965.0,1024,0,618,2468,3492,0,153874.0,150.267578125,1.6510638766139283,618,246490.0,0.07115838426268832,618,246490.0
1970.0,1024,0,622,2472,3496,0,155230.0,151.591796875,1.6225612953238888,622,249357.0,0.06710562726742095,622,249357.0
1975.0,1032,1,589,2475,3507,0,155408.0,150.5891472868217,1.75724038479881,589,249802.0,0.07384605798554347,589,249802.0
1980.0,1030,0,570,2482,3512,0,155527.0,150.99708737864077,1.7312803576536504,570,249009.0,0.07160098394623719,570,249009.0
1985.0,1034,0,582,2483,3517,0,155549.0,150.43423597678918,1.7110218125514416,582,251280.0,0.06578040000469813,582,251280.0
1990.0,1031,0,598,2488,3519,0,155890.0,151.2027158098933,1.5848940715679751,598,251579.0,0.05503659510342201,598,251579.0
1995.0,1031,0,618,2495,3526,0,156615.0,151.90591658583898,1.5237530924484513,618,254011.0,0.05466336677857089,618,254011.0
2000.0,1027,0,605,2504,3531,0,156752.0,152.6309639727361,1.454739975688226,605,251660.0,0.05333379370039616,605,251660.0
2005.0,1021,0,607,2512,3533,0,157301.0,154.06562193927522,1.4515305823810585,607,251711.0,0.0527023142734536,607,251711.0
2010.0,1028,0,587,2512,3540,0,158396.0,154.0817120622568,1.6699821067757854,587,249942.0,0.05949785489376827,587,249942.0
2015.0,1029,0,562,2514,3543,0,159577.0,155.07968901846453,1.9170393660686806,562,247477.0,0.06498069091295779,562,247477.0
2020.0,1025,0,561,2520,3545,0,161114.0,157.18439024390244,2.0907650278039576,561,245704.0,0.06943344113772254,561,245704.0
2025.0,1017,0,576,2530,3547,0,163161.0,160.43362831858408,2.169328679600774,576,244311.0,0.06951817816717272,576,244311.0
2030.0,1016,0,602,2535,3551,0,165112.0,162.51181102362204,2.1517769096250046,602,245381.0,0.06731243030289352,602,245381.0
2035.0,1016,1,617,2540,3556,0,166188.0,163.5708661417323,2.1572401522094875,617,245703.0,0.06954808684466182,617,245703.0
2040.0,1011,0,629,2550,3561,0,167645.0,165.82096933728982,2.1428857176967746,629,246818.0,0.071557619697685,629,246818.0
2045.0,1011,0,614,2556,3567,0,169028.0,167.18892185954502,2.3320289044122546,614,246529.0,0.08006126934127537,614,246529.0
2050.0,1014,0,598,2556,3570,0,170377.0,168.02465483234715,2.4071953364028364,598,248865.0,0.07775899255514522,598,248865.0
2055.0,1014,0,604,2560,3574,0,171633.0,169.26331360946745,2.4156948092951755,604,249047.0,0.08020401558156606,604,249047.0
2060.0,1013,0,603,2567,3580,0,172880.0,170.6614017769003,2.3856179544943394,603,250438.0,0.08253544124926784,603,250438.0
2065.0,1009,0,617,2572,3581,0,174278.0,172.72348860257682,2.3125169292442758,617,250624.0,0.07810835660710681,617,250624.0
2070.0,1003,1,622,2585,3588,0,175819.0,175.29312063808575,2.1942605876542007,622,250160.0,0.07564593252017378,622,250160.0
2075.0,990,0,629,2604,3594,0,177509.0,179.3020202020202,2.1006718211073845,629,250758.0,0.07978476341732231,629,250758.0
2080.0,978,0,647,2619,3597,0,179876.0,183.92229038854805,1.9831395466143775,647,250872.0,0.07877649453116779,647,250872.0
2085.0,966,0,670,2633,3599,0,182407.0,188.8271221532091,1.821022038355913,670,252988.0,0.0760786817555552,670,252988.0
2090.0,969,0,668,2636,3605,0,184116.0,190.0061919504644,1.8065595547326463,668,253781.0,0.07527042311107236,668,253781.0
2095.0,969,0,681,2640,3609,0,186322.0,192.2827657378741,1.9086959100913823,681,255060.0,0.08071697539424263,681,255060.0
2100.0,966,0,700,2646,3612,0,188824.0,195.46997929606624,1.9997833529296378,700,255379.0,0.08080538993927816,700,255379.0
2105.0,953,0,692,2663,3616,0,190340.0,199.72717733473243,1.833599636952663,692,257174.0,0.07440570445122291,692,257174.0
2110.0,950,0,670,2667,3617,0,188399.0,198.31473684210528,1.7365496735292125,670,253448.0,0.06429240728511097,670,253448.0
2115.0,953,0,640,2668,3621,0,185697.0,194.85519412381953,1.7943827472023814,640,252308.0,0.06402180829031787,640,252308.0
2120.0,955,0,628,2671,3626,0,184899.0,193.61151832460732,1.9590101652650236,628,249820.0,0.06744237656752276,628,249820.0
2125.0,947,0,619,2681,3628,0,184762.0,195.10242872228088,1.8854474026473829,619,251755.0,0.06313005510333512,619,251755.0
2130.0,945,0,601,2686,3631,0,184636.0,195.3820105820106,1.8642957036092642,601,251236.0,0.06011187927726932,601,251236.0
2135.0,946,0,607,2687,3633,0,185247.0,195.8213530655391,1.9471720109705115,607,252491.0,0.06147390208105776,607,252491.0
2140.0,946,0,624,2690,3636,0,186146.0,196.77167019027485,1.889304702037745,624,254809.0,0.05443463721024802,624,254809.0
2145.0,945,0,632,2696,3641,0,186633.0,197.4952380952381,1.810055999553375,632,255168.0,0.04968527730063604,632,255168.0
2150.0,942,0,634,2702,3644,0,187254.0,198.78343949044586,1.8120812938363446,634,256821.0,0.054223961900523567,634,256821.0
2155.0,933,0,637,2712,3645,0,188031.0,201.53376205787782,1.639331389937679,637,258447.0,0.04844899591180447,637,258447.0
2160.0,931,0,613,2719,3650,0,188508.0,202.47905477980666,1.607112533288426,613,258708.0,0.048461049135321385,613,258708.0
2165.0,934,0,595,2725,3659,0,188894.0,202.24197002141327,1.6875812911356696,595,260846.0,0.05686061469467045,595,260846.0
2170.0,932,0,572,2730,3662,0,188947.0,202.73283261802575,1.7645594185219116,572,259403.0,0.06033515809906787,572,259403.0
2175.0,922,0,577,2743,3665,0,189623.0,205.6648590021692,1.7600220639588307,577,259606.0,0.0641719975297527,577,259606.0
2180.0,918,0,582,2750,3668,0,190036.0,207.01089324618735,1.797192662739579,582,257094.0,0.06128428410064271,582,257094.0
2185.0,911,0,575,2760,3671,0,189782.0,208.32272228320528,1.7643553251399047,575,258862.0,0.05986717277488644,575,258862.0
2190.0,908,0,560,2766,3674,0,189630.0,208.84361233480178,1.8059586234283076,560,258503.0,0.06355434722941629,560,258503.0
